profile_id,role_category,skills,skill_count,experience_years,source,raw_skills,normalized_skills,normalized_experience
SYN_0873,Cloud Engineer,"['Serverless', 'Problem Solving', 'Communication', 'Python', 'Azure', 'Monitoring', 'Adaptability', 'Kubernetes', 'Security', 'CloudFormation']",10,0-2,Synthetic,"['Serverless', 'Problem Solving', 'Communication', 'Python', 'Azure', 'Monitoring', 'Adaptability', 'Kubernetes', 'Security', 'CloudFormation']","['Serverless', 'Problem Solving', 'Communication', 'Python', 'Azure', 'Monitoring', 'Adaptability', 'Kubernetes', 'Security', 'Cloudformation']",Entry Level (0-2 years)
SYN_0874,Software Developer,"['Linux', 'Debugging', 'Java', 'Communication', 'Python', 'Algorithms', 'SQL', 'JavaScript', 'REST APIs', 'Agile', 'Object-Oriented Programming', 'Teamwork']",12,0-2,Synthetic,"['Linux', 'Debugging', 'Java', 'Communication', 'Python', 'Algorithms', 'SQL', 'JavaScript', 'REST APIs', 'Agile', 'Object-Oriented Programming', 'Teamwork']","['Linux', 'Debugging', 'Java', 'Communication', 'Python', 'Algorithms', 'SQL', 'JavaScript', 'Rest Apis', 'Agile', 'Object-Oriented Programming', 'Teamwork']",Entry Level (0-2 years)
SYN_0875,Network Engineer,"['Network Monitoring', 'DNS', 'TCP/IP', 'VLAN', 'Network Security', 'Critical Thinking', 'Time Management', 'Load Balancing', 'DHCP', 'Adaptability', 'BGP', 'VPN', 'Wireshark']",13,5-8,Synthetic,"['Network Monitoring', 'DNS', 'TCP/IP', 'VLAN', 'Network Security', 'Critical Thinking', 'Time Management', 'Load Balancing', 'DHCP', 'Adaptability', 'BGP', 'VPN', 'Wireshark']","['Network Monitoring', 'Dns', 'Tcp/Ip', 'Vlan', 'Network Security', 'Critical Thinking', 'Time Management', 'Load Balancing', 'Dhcp', 'Adaptability', 'Bgp', 'Vpn', 'Wireshark']",Senior Level (5-8 years)
SYN_0876,Product Manager,"['JIRA', 'Customer Discovery', 'Problem Solving', 'Communication', 'Leadership', 'Prioritization', 'Product Metrics', 'Time Management', 'Data Analysis', 'Scrum', 'Creativity', 'Agile', 'Stakeholder Management']",13,3-5,Synthetic,"['JIRA', 'Customer Discovery', 'Problem Solving', 'Communication', 'Leadership', 'Prioritization', 'Product Metrics', 'Time Management', 'Data Analysis', 'Scrum', 'Creativity', 'Agile', 'Stakeholder Management']","['Jira', 'Customer Discovery', 'Problem Solving', 'Communication', 'Leadership', 'Prioritization', 'Product Metrics', 'Time Management', 'Data Science', 'Scrum', 'Creativity', 'Agile', 'Stakeholder Management']",Mid Level (3-5 years)
SYN_0877,Data Analyst,"['Data Cleaning', 'Problem Solving', 'Communication', 'Python', 'SQL', 'Tableau', 'Statistics', 'Reporting', 'Time Management', 'Critical Thinking', 'Power BI', 'Looker']",12,0-2,Synthetic,"['Data Cleaning', 'Problem Solving', 'Communication', 'Python', 'SQL', 'Tableau', 'Statistics', 'Reporting', 'Time Management', 'Critical Thinking', 'Power BI', 'Looker']","['Data Cleaning', 'Problem Solving', 'Communication', 'Python', 'SQL', 'Tableau', 'Statistics', 'Reporting', 'Time Management', 'Critical Thinking', 'Power BI', 'Looker']",Entry Level (0-2 years)
SYN_0878,Cloud Engineer,"['AWS', 'Serverless', 'Linux', 'Problem Solving', 'Python', 'Time Management', 'Terraform', 'Adaptability', 'Infrastructure as Code']",9,0-2,Synthetic,"['AWS', 'Serverless', 'Linux', 'Problem Solving', 'Python', 'Time Management', 'Terraform', 'Adaptability', 'Infrastructure as Code']","['AWS', 'Serverless', 'Linux', 'Problem Solving', 'Python', 'Time Management', 'Terraform', 'Adaptability', 'Infrastructure As Code']",Entry Level (0-2 years)
SYN_0879,IT Support Specialist,"['Active Directory', 'Linux', 'Hardware', 'Office 365', 'MacOS', 'Customer Service', 'Documentation', 'Troubleshooting', 'Mobile Devices', 'Creativity', 'Adaptability', 'Teamwork']",12,3-5,Synthetic,"['Active Directory', 'Linux', 'Hardware', 'Office 365', 'MacOS', 'Customer Service', 'Documentation', 'Troubleshooting', 'Mobile Devices', 'Creativity', 'Adaptability', 'Teamwork']","['Active Directory', 'Linux', 'Hardware', 'Office 365', 'Macos', 'Customer Service', 'Documentation', 'Troubleshooting', 'Mobile Devices', 'Creativity', 'Adaptability', 'Teamwork']",Mid Level (3-5 years)
SYN_0880,Cybersecurity Analyst,"['Vulnerability Scanning', 'SIEM', 'Linux', 'Problem Solving', 'Leadership', 'Python', 'Network Security', 'Critical Thinking', 'Firewalls', 'Cryptography']",10,0-2,Synthetic,"['Vulnerability Scanning', 'SIEM', 'Linux', 'Problem Solving', 'Leadership', 'Python', 'Network Security', 'Critical Thinking', 'Firewalls', 'Cryptography']","['Vulnerability Scanning', 'Siem', 'Linux', 'Problem Solving', 'Leadership', 'Python', 'Network Security', 'Critical Thinking', 'Firewalls', 'Cryptography']",Entry Level (0-2 years)
SYN_0881,Cloud Engineer,"['AWS', 'Networking', 'Problem Solving', 'Google Cloud', 'Azure', 'Creativity', 'CloudFormation', 'Infrastructure as Code', 'Docker']",9,0-2,Synthetic,"['AWS', 'Networking', 'Problem Solving', 'Google Cloud', 'Azure', 'Creativity', 'CloudFormation', 'Infrastructure as Code', 'Docker']","['AWS', 'C#', 'Problem Solving', 'Google Cloud', 'Azure', 'Creativity', 'Cloudformation', 'Infrastructure As Code', 'Docker']",Entry Level (0-2 years)
SYN_0882,Network Engineer,"['Network Security', 'VLAN', 'TCP/IP', 'Time Management', 'DHCP', 'Adaptability', 'VPN', 'Wireshark']",8,3-5,Synthetic,"['Network Security', 'VLAN', 'TCP/IP', 'Time Management', 'DHCP', 'Adaptability', 'VPN', 'Wireshark']","['Network Security', 'Vlan', 'Tcp/Ip', 'Time Management', 'Dhcp', 'Adaptability', 'Vpn', 'Wireshark']",Mid Level (3-5 years)
SYN_0883,Full Stack Developer,"['Critical Thinking', 'Next.js', 'Teamwork', 'Express.js', 'REST APIs', 'TypeScript', 'Node.js', 'PostgreSQL', 'React']",8,0-2,Synthetic,"['Critical Thinking', 'Next.js', 'Teamwork', 'Express.js', 'REST APIs', 'TypeScript', 'Node.js', 'PostgreSQL', 'React']","['Critical Thinking', 'JavaScript', 'Teamwork', 'Rest Apis', 'TypeScript', 'Node.js', 'PostgreSQL', 'React']",Entry Level (0-2 years)
SYN_0884,Cybersecurity Analyst,"['SIEM', 'Linux', 'Compliance', 'Risk Assessment', 'ISO 27001', 'Communication', 'Leadership', 'Firewalls', 'NIST', 'Penetration Testing', 'Teamwork', 'Wireshark']",12,3-5,Synthetic,"['SIEM', 'Linux', 'Compliance', 'Risk Assessment', 'ISO 27001', 'Communication', 'Leadership', 'Firewalls', 'NIST', 'Penetration Testing', 'Teamwork', 'Wireshark']","['Siem', 'Linux', 'Compliance', 'Risk Assessment', 'Iso 27001', 'Communication', 'Leadership', 'Firewalls', 'Nist', 'Penetration Testing', 'Teamwork', 'Wireshark']",Mid Level (3-5 years)
SYN_0885,Network Engineer,"['Network Monitoring', 'Switching', 'Problem Solving', 'Leadership', 'Network Security', 'Load Balancing', 'DNS', 'VPN']",8,0-2,Synthetic,"['Network Monitoring', 'Switching', 'Problem Solving', 'Leadership', 'Network Security', 'Load Balancing', 'DNS', 'VPN']","['Network Monitoring', 'Switching', 'Problem Solving', 'Leadership', 'Network Security', 'Load Balancing', 'Dns', 'Vpn']",Entry Level (0-2 years)
SYN_0886,Software Developer,"['Linux', 'Debugging', 'Problem Solving', 'Algorithms', 'JavaScript', 'REST APIs', 'Agile', 'Adaptability', 'Data Structures', 'Object-Oriented Programming']",10,0-2,Synthetic,"['Linux', 'Debugging', 'Problem Solving', 'Algorithms', 'JavaScript', 'REST APIs', 'Agile', 'Adaptability', 'Data Structures', 'Object-Oriented Programming']","['Linux', 'Debugging', 'Problem Solving', 'Algorithms', 'JavaScript', 'Rest Apis', 'Agile', 'Adaptability', 'Data Structures', 'Object-Oriented Programming']",Entry Level (0-2 years)
SYN_0887,IT Support Specialist,"['Networking Basics', 'Active Directory', 'Hardware', 'Communication', 'Critical Thinking', 'Software Installation', 'Documentation', 'Troubleshooting']",8,5-8,Synthetic,"['Networking Basics', 'Active Directory', 'Hardware', 'Communication', 'Critical Thinking', 'Software Installation', 'Documentation', 'Troubleshooting']","['Networking Basics', 'Active Directory', 'Hardware', 'Communication', 'Critical Thinking', 'Software Installation', 'Documentation', 'Troubleshooting']",Senior Level (5-8 years)
SYN_0888,DevOps Engineer,"['AWS', 'Bash', 'Scripting', 'Problem Solving', 'Communication', 'Prometheus', 'Jenkins', 'Critical Thinking', 'Grafana', 'Docker']",10,3-5,Synthetic,"['AWS', 'Bash', 'Scripting', 'Problem Solving', 'Communication', 'Prometheus', 'Jenkins', 'Critical Thinking', 'Grafana', 'Docker']","['AWS', 'Bash', 'Scripting', 'Problem Solving', 'Communication', 'Prometheus', 'Jenkins', 'Critical Thinking', 'Grafana', 'Docker']",Mid Level (3-5 years)
SYN_0889,Mobile Developer,"['Java', 'Flutter', 'Kotlin', 'API Integration', 'Communication', 'Problem Solving', 'Firebase', 'App Store Deployment', 'Swift', 'Testing', 'Git', 'Teamwork']",12,0-2,Synthetic,"['Java', 'Flutter', 'Kotlin', 'API Integration', 'Communication', 'Problem Solving', 'Firebase', 'App Store Deployment', 'Swift', 'Testing', 'Git', 'Teamwork']","['Java', 'Flutter', 'Kotlin', 'Api Integration', 'Communication', 'Problem Solving', 'Firebase', 'App Store Deployment', 'Swift', 'Testing', 'Git', 'Teamwork']",Entry Level (0-2 years)
SYN_0890,DevOps Engineer,"['Bash', 'Scripting', 'Leadership', 'Jenkins', 'Python', 'Time Management', 'Terraform', 'Adaptability', 'Git', 'Ansible']",10,0-2,Synthetic,"['Bash', 'Scripting', 'Leadership', 'Jenkins', 'Python', 'Time Management', 'Terraform', 'Adaptability', 'Git', 'Ansible']","['Bash', 'Scripting', 'Leadership', 'Jenkins', 'Python', 'Time Management', 'Terraform', 'Adaptability', 'Git', 'Ansible']",Entry Level (0-2 years)
SYN_0891,Cloud Engineer,"['AWS', 'Networking', 'Serverless', 'Linux', 'Leadership', 'Monitoring', 'Critical Thinking', 'Time Management', 'Terraform', 'Kubernetes']",10,3-5,Synthetic,"['AWS', 'Networking', 'Serverless', 'Linux', 'Leadership', 'Monitoring', 'Critical Thinking', 'Time Management', 'Terraform', 'Kubernetes']","['AWS', 'C#', 'Serverless', 'Linux', 'Leadership', 'Monitoring', 'Critical Thinking', 'Time Management', 'Terraform', 'Kubernetes']",Mid Level (3-5 years)
SYN_0892,Cloud Engineer,"['Serverless', 'Python', 'CI/CD', 'Google Cloud', 'Azure', 'Terraform', 'Creativity', 'Kubernetes', 'Security', 'Teamwork', 'Docker']",11,5-8,Synthetic,"['Serverless', 'Python', 'CI/CD', 'Google Cloud', 'Azure', 'Terraform', 'Creativity', 'Kubernetes', 'Security', 'Teamwork', 'Docker']","['Serverless', 'Python', 'Ci/Cd', 'Google Cloud', 'Azure', 'Terraform', 'Creativity', 'Kubernetes', 'Security', 'Teamwork', 'Docker']",Senior Level (5-8 years)
SYN_0893,Backend Developer,"['Microservices', 'Django', 'Node.js', 'Java', 'Communication', 'SQL', 'Redis', 'Critical Thinking', 'REST APIs', 'Authentication', 'Creativity', 'Spring Boot']",11,3-5,Synthetic,"['Microservices', 'Django', 'Node.js', 'Java', 'Communication', 'SQL', 'Redis', 'Critical Thinking', 'REST APIs', 'Authentication', 'Creativity', 'Spring Boot']","['Microservices', 'Django', 'Node.js', 'Java', 'Communication', 'SQL', 'Redis', 'Critical Thinking', 'Rest Apis', 'Authentication', 'Creativity']",Mid Level (3-5 years)
SYN_0894,Software Developer,"['Debugging', 'Java', 'Communication', 'Algorithms', 'SQL', 'JavaScript', 'Version Control', 'REST APIs', 'Agile', 'Adaptability', 'Testing', 'Git', 'Teamwork']",12,5-8,Synthetic,"['Debugging', 'Java', 'Communication', 'Algorithms', 'SQL', 'JavaScript', 'Version Control', 'REST APIs', 'Agile', 'Adaptability', 'Testing', 'Git', 'Teamwork']","['Debugging', 'Java', 'Communication', 'Algorithms', 'SQL', 'JavaScript', 'Git', 'Rest Apis', 'Agile', 'Adaptability', 'Testing', 'Teamwork']",Senior Level (5-8 years)
SYN_0895,Software Developer,"['Java', 'Communication', 'Python', 'Algorithms', 'JavaScript', 'Documentation', 'REST APIs', 'Creativity', 'Agile', 'Testing', 'Git', 'Object-Oriented Programming']",12,3-5,Synthetic,"['Java', 'Communication', 'Python', 'Algorithms', 'JavaScript', 'Documentation', 'REST APIs', 'Creativity', 'Agile', 'Testing', 'Git', 'Object-Oriented Programming']","['Java', 'Communication', 'Python', 'Algorithms', 'JavaScript', 'Documentation', 'Rest Apis', 'Creativity', 'Agile', 'Testing', 'Git', 'Object-Oriented Programming']",Mid Level (3-5 years)
SYN_0896,Network Engineer,"['Problem Solving', 'Routing', 'OSPF', 'Critical Thinking', 'Time Management', 'Firewalls', 'BGP', 'DNS', 'Wireshark']",9,0-2,Synthetic,"['Problem Solving', 'Routing', 'OSPF', 'Critical Thinking', 'Time Management', 'Firewalls', 'BGP', 'DNS', 'Wireshark']","['Problem Solving', 'Routing', 'Ospf', 'Critical Thinking', 'Time Management', 'Firewalls', 'Bgp', 'Dns', 'Wireshark']",Entry Level (0-2 years)
SYN_0897,DevOps Engineer,"['AWS', 'Linux', 'Leadership', 'Jenkins', 'Python', 'CI/CD', 'Monitoring', 'Adaptability', 'Git', 'Teamwork', 'Docker']",11,5-8,Synthetic,"['AWS', 'Linux', 'Leadership', 'Jenkins', 'Python', 'CI/CD', 'Monitoring', 'Adaptability', 'Git', 'Teamwork', 'Docker']","['AWS', 'Linux', 'Leadership', 'Jenkins', 'Python', 'Ci/Cd', 'Monitoring', 'Adaptability', 'Git', 'Teamwork', 'Docker']",Senior Level (5-8 years)
SYN_0898,Frontend Developer,"['UI/UX Principles', 'CSS', 'Responsive Design', 'JavaScript', 'Angular', 'Teamwork', 'Time Management', 'Vue.js', 'Adaptability', 'Testing', 'React', 'Tailwind CSS']",11,8+,Synthetic,"['UI/UX Principles', 'CSS', 'Responsive Design', 'JavaScript', 'Angular', 'Teamwork', 'Time Management', 'Vue.js', 'Adaptability', 'Testing', 'React', 'Tailwind CSS']","['Ui/Ux Principles', 'HTML/CSS', 'Responsive Design', 'JavaScript', 'Angular', 'Teamwork', 'Time Management', 'Vue.js', 'Adaptability', 'Testing', 'React']",Lead Level (8+ years)
SYN_0899,Cybersecurity Analyst,"['Vulnerability Scanning', 'SIEM', 'Compliance', 'ISO 27001', 'Network Security', 'Time Management', 'Firewalls', 'NIST', 'Creativity', 'Cryptography', 'Penetration Testing', 'Wireshark']",12,3-5,Synthetic,"['Vulnerability Scanning', 'SIEM', 'Compliance', 'ISO 27001', 'Network Security', 'Time Management', 'Firewalls', 'NIST', 'Creativity', 'Cryptography', 'Penetration Testing', 'Wireshark']","['Vulnerability Scanning', 'Siem', 'Compliance', 'Iso 27001', 'Network Security', 'Time Management', 'Firewalls', 'Nist', 'Creativity', 'Cryptography', 'Penetration Testing', 'Wireshark']",Mid Level (3-5 years)
SYN_0900,Cybersecurity Analyst,"['SIEM', 'Linux', 'Problem Solving', 'Risk Assessment', 'Python', 'Firewalls', 'NIST', 'Incident Response', 'Creativity', 'Penetration Testing', 'Wireshark']",11,3-5,Synthetic,"['SIEM', 'Linux', 'Problem Solving', 'Risk Assessment', 'Python', 'Firewalls', 'NIST', 'Incident Response', 'Creativity', 'Penetration Testing', 'Wireshark']","['Siem', 'Linux', 'Problem Solving', 'Risk Assessment', 'Python', 'Firewalls', 'Nist', 'Incident Response', 'Creativity', 'Penetration Testing', 'Wireshark']",Mid Level (3-5 years)
SYN_0901,Software Developer,"['Java', 'Problem Solving', 'SQL', 'JavaScript', 'Version Control', 'Agile', 'Adaptability', 'Git', 'Data Structures']",8,3-5,Synthetic,"['Java', 'Problem Solving', 'SQL', 'JavaScript', 'Version Control', 'Agile', 'Adaptability', 'Git', 'Data Structures']","['Java', 'Problem Solving', 'SQL', 'JavaScript', 'Git', 'Agile', 'Adaptability', 'Data Structures']",Mid Level (3-5 years)
SYN_0902,Product Manager,"['Roadmapping', 'Problem Solving', 'Leadership', 'Communication', 'Prioritization', 'Time Management', 'Data Analysis', 'Market Research', 'MVP', 'Product Strategy']",10,5-8,Synthetic,"['Roadmapping', 'Problem Solving', 'Leadership', 'Communication', 'Prioritization', 'Time Management', 'Data Analysis', 'Market Research', 'MVP', 'Product Strategy']","['Roadmapping', 'Problem Solving', 'Leadership', 'Communication', 'Prioritization', 'Time Management', 'Data Science', 'Market Research', 'Mvp', 'Product Strategy']",Senior Level (5-8 years)
SYN_0903,Data Scientist,"['Pandas', 'NumPy', 'Leadership', 'Python', 'PyTorch', 'Big Data', 'Machine Learning', 'Adaptability']",8,3-5,Synthetic,"['Pandas', 'NumPy', 'Leadership', 'Python', 'PyTorch', 'Big Data', 'Machine Learning', 'Adaptability']","['Pandas', 'NumPy', 'Leadership', 'Python', 'PyTorch', 'Big Data', 'Machine Learning', 'Adaptability']",Mid Level (3-5 years)
SYN_0904,Backend Developer,"['Microservices', 'Django', 'Java', 'Database Design', 'Leadership', 'Communication', 'API Security', 'SQL', 'Time Management', 'Authentication', 'Spring Boot', 'Node.js', 'Docker']",12,3-5,Synthetic,"['Microservices', 'Django', 'Java', 'Database Design', 'Leadership', 'Communication', 'API Security', 'SQL', 'Time Management', 'Authentication', 'Spring Boot', 'Node.js', 'Docker']","['Microservices', 'Django', 'Java', 'Database Design', 'Leadership', 'Communication', 'Api Security', 'SQL', 'Time Management', 'Authentication', 'Node.js', 'Docker']",Mid Level (3-5 years)
SYN_0905,Software Developer,"['Debugging', 'Linux', 'Java', 'Leadership', 'Algorithms', 'SQL', 'Testing', 'Git', 'Data Structures', 'Teamwork']",10,0-2,Synthetic,"['Debugging', 'Linux', 'Java', 'Leadership', 'Algorithms', 'SQL', 'Testing', 'Git', 'Data Structures', 'Teamwork']","['Debugging', 'Linux', 'Java', 'Leadership', 'Algorithms', 'SQL', 'Testing', 'Git', 'Data Structures', 'Teamwork']",Entry Level (0-2 years)
SYN_0906,DevOps Engineer,"['AWS', 'Communication', 'Python', 'CI/CD', 'Monitoring', 'Docker', 'Adaptability', 'Creativity', 'Kubernetes', 'Grafana', 'Git', 'Ansible']",12,5-8,Synthetic,"['AWS', 'Communication', 'Python', 'CI/CD', 'Monitoring', 'Docker', 'Adaptability', 'Creativity', 'Kubernetes', 'Grafana', 'Git', 'Ansible']","['AWS', 'Communication', 'Python', 'Ci/Cd', 'Monitoring', 'Docker', 'Adaptability', 'Creativity', 'Kubernetes', 'Grafana', 'Git', 'Ansible']",Senior Level (5-8 years)
SYN_0907,Cybersecurity Analyst,"['SIEM', 'Vulnerability Scanning', 'ISO 27001', 'Python', 'Leadership', 'Time Management', 'Firewalls', 'Security Audits', 'Adaptability', 'Penetration Testing']",10,0-2,Synthetic,"['SIEM', 'Vulnerability Scanning', 'ISO 27001', 'Python', 'Leadership', 'Time Management', 'Firewalls', 'Security Audits', 'Adaptability', 'Penetration Testing']","['Siem', 'Vulnerability Scanning', 'Iso 27001', 'Python', 'Leadership', 'Time Management', 'Firewalls', 'TypeScript', 'Adaptability', 'Penetration Testing']",Entry Level (0-2 years)
SYN_0908,Cloud Engineer,"['AWS', 'Linux', 'Python', 'Google Cloud', 'Azure', 'Time Management', 'Terraform', 'Kubernetes', 'Security', 'Teamwork', 'CloudFormation']",11,5-8,Synthetic,"['AWS', 'Linux', 'Python', 'Google Cloud', 'Azure', 'Time Management', 'Terraform', 'Kubernetes', 'Security', 'Teamwork', 'CloudFormation']","['AWS', 'Linux', 'Python', 'Google Cloud', 'Azure', 'Time Management', 'Terraform', 'Kubernetes', 'Security', 'Teamwork', 'Cloudformation']",Senior Level (5-8 years)
SYN_0909,Backend Developer,"['Linux', 'Problem Solving', 'Python', 'SQL', 'API Security', 'Critical Thinking', 'REST APIs', 'Authentication', 'MongoDB', 'Spring Boot']",10,3-5,Synthetic,"['Linux', 'Problem Solving', 'Python', 'SQL', 'API Security', 'Critical Thinking', 'REST APIs', 'Authentication', 'MongoDB', 'Spring Boot']","['Linux', 'Problem Solving', 'Python', 'SQL', 'Api Security', 'Critical Thinking', 'Rest Apis', 'Authentication', 'MongoDB', 'Java']",Mid Level (3-5 years)
